No.,Instance_number,author_guid,account_age,author_type,average_hashtags,average_links,average_minutes_between_posts,average_post_lenth,average_posts_per_day_active_days,average_posts_per_day_total,average_user_mentions,default_profile,default_profile_image,friends_followers_ratio,number_followers,number_friends,number_of_crawled_posts,number_of_posts,Cluster,Cluster
357,2895,4ece50ec257c33d688ab02d9c6d588a9,1493,?,0,2,?,19,1,16,1,0,0,0.038256,47574,1820,1,24146,cluster1,
358,9123,fbc3799d9297357fa7228aa39bdd3afa,1486,?,0,1,0.75,12,4,58,0,0,0,0.623363,8783,5475,4,87248,cluster1,
359,5403,91dcaece4e9c3e30804600b326e97c95,1478,?,0,0,?,13,1,66,0,0,0,0.069053,23634,1632,1,97730,cluster1,
360,7825,d656a2806ca0358c823a4b157b754bc8,1470,?,0,1,?,17,1,266,0,0,0,0.458448,1817,833,1,391268,cluster1,
361,2524,443f02f13d023b1b8e95e6116fb8e09e,1457,?,0,1,?,9,1,1,0,0,0,0.001339,10456,14,1,1784,cluster1,
362,870,170f42757b683adcaeca66eaba8b9f57,1456,?,0,2,?,16,1,53,0,0,0,0.894759,7155,6402,1,77709,cluster1,
363,7064,c115583a1fcb363dae866b7029558304,1448,?,0,1,?,19,1,212,0,0,0,0.945825,2012,1903,1,307013,cluster1,
364,4887,833fac4ebc843f8ab492ddf1397e0187,1445,?,0,0,?,7,1,322,1,1,0,3.780045,1323,5001,1,466069,cluster1,
365,9030,f90dc7e23e8431bfb2ac4f2aae0500cb,1445,?,0,2,2604.957143,12.25,1.142857,0,0,0,0,0.068,250,17,8,1121,cluster1,
366,1669,2c8c1969fa0a3fe39aa32db9516a4118,1444,?,0,1,?,9,1,203,0,1,0,0.284296,1108,315,1,294120,cluster1,
367,759,14812803a36238afac9ebdd3caf51ac4,1430,?,0,1.666667,312.266667,15.166667,3,18,1,0,0,1.22191,712,870,6,25780,cluster1,
368,4576,7b7affa9c2293657bf9301bb6a9ad115,1428,?,0,0,?,20,1,21,3,1,0,0.00748,47596,356,1,30535,cluster1,
369,392,0adc293d66ba3eaeb7059c23e4feea84,1427,?,0,1,?,21,1,88,1,1,0,0.258407,15522,4011,1,126113,cluster1,
370,5367,90fbe515964f304aaec53c2059582a92,1427,?,0,0,?,30,1,29,0,0,0,1.014278,7844,7956,1,41897,cluster1,
371,6477,b1520572105b3ec48a3335a5afd22aca,1426,?,0,1,595.264286,19.125,2,697,0,0,0,0,1224,0,8,994567,cluster1,
372,3269,590eb378df043c5198447962591e9a51,1422,?,0,0,?,10,1,58,1,0,0,0.79553,14853,11816,1,82862,cluster1,
373,1303,226d0ec9dcb838d6a1814caf170bde9c,1407,?,0,1,?,11,1,30,0,0,0,0.941896,8502,8008,1,42275,cluster1,
374,7306,c7a22ae9821633d78502fdbe1a1bac5d,1406,?,0,0,?,18,1,71,2,1,0,0.066778,13807,922,1,100797,cluster1,
375,8716,f04dfb62d3d73381892b4e511b1616cf,1403,?,0,1,1096.283333,23,2,200,1.5,0,0,1.100414,4591,5052,2,281794,cluster1,
376,9165,fcf12d5ac8963ec2897827f82e927953,1398,?,0,0,?,0,1,30,0,0,0,0.045785,68429,3133,1,42609,cluster1,
377,8256,e2c16e42adbb3d6ab9da7e2b46e99f28,1393,?,0,0,?,9,1,111,1,0,0,0.942756,19548,18429,1,154897,cluster1,
378,3115,54a31727806c31d9bb50bd90dbfb0bb3,1374,?,0,0,?,12,1,143,2,0,0,0.399797,38472,15381,1,197469,cluster1,
379,8425,e861fb34f0b336938355d81bd529f49e,1365,?,0,0.5,997.516667,14.5,1,52,1.5,0,0,0.803281,13288,10674,2,71103,cluster1,
380,945,18d6aadc9370340da65654ced2720e30,1353,?,0,1,0.466667,18,2,0,0,0,0,0.014855,2962,44,2,209,cluster1,
381,9233,ff588bf3921d30cb83d5fcae940cc3ef,1349,?,0,0,859.8,10,1,54,1,0,0,2.443287,1728,4222,2,73114,cluster1,
382,4561,7b17ec4e5de93a2984377c6d545573d5,1348,?,0,1,?,14,1,139,0,0,0,1.008134,69342,69906,1,188640,cluster1,
383,7991,db4f60b9a6503782aab5d3da9a406fd7,1341,?,0,2,23.35,15,2,11,0,0,0,1.100041,4918,5410,2,15797,cluster1,
384,7742,d37c168e591b3e4dadc6eee916ff09dc,1327,?,0,0,0.016667,10.5,2,81,1.5,0,0,0.37698,141103,53193,2,108642,cluster1,
385,5414,925ce6b9b0393a65834959820de8fe87,1318,?,0,0.5,5230.85,19.5,1,174,0,0,0,2.61008,377,984,2,230293,cluster1,
386,6704,b6f48a3f7be83fa0a7e8785f6d55a781,1286,?,0,1,1184.033333,17.5,1,439,0,1,0,0.326923,832,272,2,565839,cluster1,
387,3858,6876f875ee5c3c6bb1fbea647be973b6,1282,?,0,2,162.05,21,2,46,0,0,0,0.56943,22303,12700,2,59592,cluster1,
388,1138,1e3cb979ff6d3246b6bd43724fb155ec,1277,?,0,2,10.6,13,2,240,0,0,0,0.813282,1039,845,4,307436,cluster1,
389,1247,212bedf6dab93032a2b46c26c71f53e5,1277,?,0,0,?,20,1,13,3,0,0,1.004619,12125,12181,1,17582,cluster1,
390,5906,a161b361a3733e89965576d80daad973,1276,?,0,1,?,11,1,30,3,0,0,0.011902,24198,288,1,38327,cluster1,
391,2101,37e0df45b746342c9c7d80a49e565354,1273,?,0,0,39.8,1.5,2,66,0,0,0,0.745808,62028,46261,2,85105,cluster1,
392,7606,cfc70a722bec3e03a3d2162333a8d1b3,1268,?,0,0,16.466667,1.6,5,1,0,1,0,5.076923,13,66,5,1378,cluster1,
393,762,148b1f237bb93970b8e968271f6ee940,1265,?,0,0,?,5,1,95,1,0,0,0.130885,19689,2577,1,120788,cluster1,
394,5145,8aa076fecf983fafa242282037e7960e,1260,?,0,1,2123.824074,20.3,2,33,0,1,0,2.541131,778,1977,10,42236,cluster1,
395,4540,7a8520d56da73e55bbb818fce69d6aa1,1257,?,0,0.333333,8.325,15.333333,3,56,0.666667,0,0,0.027132,1806,49,3,71093,cluster1,
396,666,123ef072253134e9a1b1253d2fea4d19,1249,?,0,2,11225.51667,13,1,110,1,0,0,0.054687,19895,1088,2,138420,cluster1,
397,5694,9b04274b37aa3eb689045f0e3c4417c8,1249,?,0,1,?,20,1,220,1,1,0,0.095557,3579,342,1,275755,cluster1,
398,7497,ccd83f51d87f370aa11c979035b78248,1245,?,0,0,?,0,1,84,0,0,0,0.282186,11255,3176,1,105723,cluster1,
399,4578,7b93432083fc39838f81cd665908b942,1234,?,0,1,311.136923,16.075758,13.2,19,0,1,0,3.444178,833,2869,66,24538,cluster1,
400,6116,a72a2b1c84e9351db9b3dc47c70b788f,1233,?,0,0,282.982143,10.533333,5,29,1.066667,1,0,0.925737,5494,5086,15,35894,cluster1,
401,4442,77d9dc17a82a36b79b9f4ac5e0bc8be6,1230,?,0,0,?,9,1,63,1,0,0,0.078996,15102,1193,1,77859,cluster1,
402,1199,1fd2913e6e7a3205961d401c073c990e,1225,?,0,2,1531.233333,19.333333,2,14,0,1,0,1.560976,82,128,12,17757,cluster1,
403,481,0d342cc4f4063c8f8d2b2a5720580f7c,1215,?,0,1,2604.930952,12.375,1.333333,3,0,1,0,0.266129,248,66,8,3752,cluster1,
404,2599,465c0ac8a2033778bf7dcde726c87ac3,1215,?,0,0,517.865854,11.690476,3.818182,2,0,1,0,1.12963,54,61,42,2760,cluster1,
405,4605,7c49a90c242537bca2ed15492960e0e3,1210,?,0,1,2497.533333,10,1,81,0,0,0,2.846636,1754,4993,9,99180,cluster1,
406,8439,e8ba56b450703695900a12fd1a9ab548,1181,?,0,0,?,0,1,7,0,0,0,0.871734,41110,35837,1,9443,cluster1,
407,3772,661211ee060f393bb04571061787b743,1180,?,0,1,?,15,1,9,2,0,0,0.014433,30069,434,1,11670,cluster1,
408,1245,21256bf20c2339f4a6e25511c27a1e0b,1173,?,0,2,?,15,1,354,1,1,0,0.857937,2879,2470,1,415448,cluster1,
409,4337,751d3342701f3887a959e07a826e1e74,1172,?,0,1,2622.586667,17.666667,2,226,0,1,0,0.016432,426,7,6,265504,cluster1,
410,4713,7f498bec2d98373292b7c3bbe559a473,1170,?,0,1,?,8,1,43,0,0,0,0.003733,124554,465,1,50675,cluster1,
411,6465,b12189f6c1b839178154a13d9584723a,1153,?,0,2,400.15,13,2,5,0,0,0,0.551894,28799,15894,2,6421,cluster1,
412,2520,441e22c736183d088163808d785fe653,1125,?,0,0,2572.35,0,1.5,68,0,1,0,0.63591,802,510,9,76609,cluster1,
413,6611,b4cc034697f9325c99d659a9ebc98586,1123,?,0,1,?,18,1,262,0,0,0,0.063419,1088,69,1,294252,cluster1,
414,9122,fbbd6985a1363bf4ad70d92159d98bca,1115,?,0,0,122,0,2,238,0,0,0,0.071705,516,37,2,266151,cluster1,
415,5068,8842e5091b823851aa2af7c5cfd70b5f,1112,?,0,0,?,10,1,298,1,1,0,1.559656,1978,3085,1,331719,cluster1,
416,4687,7e7ef15a3d0f333882a5ba3229ebdbf7,1111,?,0,0.5,12902.28333,16.5,1,45,1,0,0,1.570227,3090,4852,2,50801,cluster1,
417,371,0a1904e88c5f3af5af92f71895b0da6d,1105,?,0,0,78.666667,0,2,197,0,1,0,0.376248,3006,1131,2,218664,cluster1,
418,3048,52f16f05c1733b73ac321027c25832d4,1099,?,0,1,?,17,1,43,1,0,0,0.91918,8290,7620,1,47745,cluster1,
419,8567,ec4956d31a153b97bf906446721489d1,1088,?,0,0,530.951852,7,2.5,107,0,0,0,4.041958,572,2312,10,117414,cluster1,
420,4032,6d22be689e473c6d852bea2b9f6842ed,1087,?,0,0,?,3,1,17,1,0,0,0.192519,11095,2136,1,19331,cluster1,
421,3996,6c4387f21fd03dddad2eff1fbd47bbd0,1084,?,0,1,?,17,1,276,0,0,0,0.981448,4959,4867,1,300102,cluster1,
422,5483,94a6550eae773abc872e03d678ebb150,1074,?,0,2,6260,14,1,18,1,0,0,0.056082,17296,970,4,20239,cluster1,
423,4867,82de6afe0a8a31458173dd9be01b82e7,1065,?,0,0,?,20,1,27,1,1,0,0.0004,72454,29,1,29242,cluster1,
424,1491,27ac1f96fd9e339abfdfeda6455a677f,1055,?,0,0,?,9,1,15,0,0,0,0.155975,9431,1471,1,16492,cluster1,
425,1389,24b6c82aa27a32b4b19d2a3018271267,1054,?,0,0.5,2845.2,16.5,1,100,1,0,0,2.782972,1797,5001,2,106106,cluster1,
426,8752,f18e5996d11c3c5ba5ab745b6a07e511,1053,?,0,0,?,10,1,249,1,0,0,2.188184,2285,5000,1,262290,cluster1,
427,4834,8224c04795cb3fb9918a2c6957487964,1052,?,0,0,?,7,1,614,1,1,0,0.049764,1909,95,1,646862,cluster1,
428,4050,6db2df530e9a33d8ae33dd63d836850d,1038,?,0,2,?,10,1,91,0,0,0,0.972514,85025,82688,1,94991,cluster1,
429,6416,afc87367aa4f33b1b3a2992eac0092e0,1033,?,0,1,?,6,1,590,0,1,0,1.072568,14111,15135,1,610277,cluster1,
430,1847,315074c4bcdf3d47a935436834f081ad,1027,?,0,1,0.283333,22,2,115,1,1,0,3.854489,1292,4980,2,118946,cluster1,
431,3315,5a828af07495357db17efe25932eb7e8,1021,?,0,1,?,18,1,7,2,0,0,0.384593,31545,12132,1,7693,cluster1,
432,7596,cf83352e1bbc303fb5c0805f3ae7221c,1019,?,0,2,5648.833333,19,1,399,1,0,0,0.490462,12005,5888,3,407041,cluster1,
433,2087,3772a560464a3839a0f947ddbf836edb,1017,?,0,0.5,5040,16.5,1,112,1,1,0,1.830848,1945,3561,2,114526,cluster1,
434,7685,d1d6dc5d29bf3becb5889f12817a784d,1016,?,0,2,1570.308974,11.214286,1.4,28,0,0,0,0.646849,46238,29909,14,28837,cluster1,
435,6440,b0728cbdfd4734e4bcc8553039a73554,1013,?,0,0,?,0,1,336,0,0,0,0.611021,617,377,1,340957,cluster1,
436,198,04eae3e6e69c3c54bbe8d1824c7223da,1008,?,0,1,?,15,1,926,0,1,0,0.63749,1291,823,1,933557,cluster1,
437,4711,7f333202fa693d1ea305b65b4fb3dc75,1008,?,0,1,?,14,1,459,0,1,0,0.83007,10675,8861,1,462998,cluster1,
438,6501,b2190980450b304aa66c6face67b259d,1007,?,0,1,3326.216667,21.333333,1,944,0,1,0,0.663918,1455,966,3,950712,cluster1,
439,6121,a7440a4f21333c5583dfc220a78cfe04,999,?,0,0,42.483333,9,2,6,0.5,0,0,0.157816,4011,633,2,6065,cluster1,
440,6716,b75403ed96d43e36afd4482c60fbcba1,975,?,0,0,?,8,1,27,0,0,0,0.280593,128157,35960,1,26556,cluster1,
441,5364,90ec8424388638cc8b50116966645e17,973,?,0,2,338.366667,17,2,26,1,1,0,0.929882,24259,22558,2,25971,cluster1,
442,5047,879f2bb278e1347ca6412604e37934a3,965,?,0,0,?,11,1,273,2,1,0,0.040599,7414,301,1,263948,cluster1,
